   9.99999978E-03   4.54153121E-03   3.79800634E-03   3.79800634E-03   4.54153121E-03
   1.99999996E-02   5.65377995E-03   2.68593151E-03   2.68593151E-03   5.65377995E-03
   2.99999993E-02   7.49717234E-03   8.42827430E-04   8.42827430E-04   7.49717234E-03
   3.99999991E-02   1.00564025E-02  -1.71600096E-03  -1.71600096E-03   1.00564025E-02
   5.00000007E-02   1.33104902E-02  -4.96956799E-03  -4.96956799E-03   1.33104902E-02
   5.99999987E-02   1.72331911E-02  -8.89163651E-03  -8.89163651E-03   1.72331911E-02
   7.00000003E-02   2.17935350E-02  -1.34512298E-02  -1.34512298E-02   2.17935350E-02
   7.99999982E-02   2.69563962E-02  -1.86132267E-02  -1.86132267E-02   2.69563962E-02
   9.00000036E-02   3.26831564E-02  -2.43390035E-02  -2.43390035E-02   3.26831527E-02
  0.100000001       3.89323570E-02  -3.05871125E-02  -3.05871125E-02   3.89323570E-02
  0.109999999       4.56604399E-02  -3.73139828E-02  -3.73139828E-02   4.56604399E-02
  0.119999997       5.28223887E-02  -4.44746017E-02  -4.44746017E-02   5.28223887E-02
  0.129999995       6.03723526E-02  -5.20231277E-02  -5.20231277E-02   6.03723563E-02
  0.140000001       6.82644546E-02  -5.99136688E-02  -5.99136688E-02   6.82644546E-02
  0.150000006       7.64530599E-02  -6.81005940E-02  -6.81005940E-02   7.64530525E-02
  0.159999996       8.48935097E-02  -7.65392631E-02  -7.65392631E-02   8.48935097E-02
  0.170000002       9.35426131E-02  -8.51864517E-02  -8.51864517E-02   9.35426131E-02
  0.180000007      0.102358662      -9.40004811E-02  -9.40004811E-02  0.102358669    
  0.189999998      0.111302353     -0.102942027     -0.102942027      0.111302353    
  0.200000003      0.120336294     -0.111973725     -0.111973725      0.120336294    
  0.209999993      0.129425764     -0.121060811     -0.121060811      0.129425764    
  0.219999999      0.138538525     -0.130171090     -0.130171090      0.138538525    
  0.230000004      0.147644997     -0.139274955     -0.139274955      0.147644997    
  0.239999995      0.156718224     -0.148345470     -0.148345470      0.156718224    
  0.250000000      0.165733874     -0.157358274     -0.157358274      0.165733874    
  0.259999990      0.174670011     -0.166291475     -0.166291475      0.174670026    
  0.270000011      0.183507696     -0.175126076     -0.175126076      0.183507696    
  0.280000001      0.192229599     -0.183844790     -0.183844790      0.192229599    
  0.289999992      0.200821087     -0.192432970     -0.192432970      0.200821087    
  0.300000012      0.209269509     -0.200877964     -0.200877964      0.209269509    
  0.310000002      0.217564538     -0.209169447     -0.209169447      0.217564538    
  0.319999993      0.225696191     -0.217297435     -0.217297435      0.225696191    
  0.330000013      0.233658284     -0.225255758     -0.225255758      0.233658284    
  0.340000004      0.241444737     -0.233038321     -0.233038321      0.241444737    
  0.349999994      0.249050930     -0.240640491     -0.240640491      0.249050945    
  0.360000014      0.256474674     -0.248060092     -0.248060092      0.256474674    
  0.370000005      0.263712496     -0.255293667     -0.255293667      0.263712496    
  0.379999995      0.270764261     -0.262341052     -0.262341052      0.270764261    
  0.389999986      0.277629852     -0.269202143     -0.269202143      0.277629852    
  0.400000006      0.284309238     -0.275876939     -0.275876939      0.284309238    
  0.409999996      0.290803939     -0.282366902     -0.282366902      0.290803939    
  0.419999987      0.297115415     -0.288673520     -0.288673520      0.297115415    
  0.430000007      0.303246558     -0.294799685     -0.294799685      0.303246558    
  0.439999998      0.309200108     -0.300748140     -0.300748140      0.309200108    
  0.449999988      0.314978451     -0.306521267     -0.306521267      0.314978421    
  0.460000008      0.320584834     -0.312122345     -0.312122345      0.320584834    
  0.469999999      0.326023608     -0.317555666     -0.317555666      0.326023608    
  0.479999989      0.331298560     -0.322825015     -0.322825015      0.331298530    
  0.490000010      0.336412787     -0.327933550     -0.327933550      0.336412758    
  0.500000000      0.341370255     -0.332885206     -0.332885206      0.341370255    
  0.509999990      0.346175432     -0.337684453     -0.337684453      0.346175462    
  0.519999981      0.350833416     -0.342336357     -0.342336357      0.350833416    
  0.529999971      0.355347455     -0.346844196     -0.346844196      0.355347455    
  0.540000021      0.359721214     -0.351211667     -0.351211667      0.359721214    
  0.550000012      0.363958329     -0.355442315     -0.355442315      0.363958299    
  0.560000002      0.368065268     -0.359542727     -0.359542727      0.368065268    
  0.569999993      0.372044742     -0.363515466     -0.363515466      0.372044712    
  0.579999983      0.375899583     -0.367363513     -0.367363513      0.375899583    
  0.589999974      0.379635841     -0.371092856     -0.371092856      0.379635841    
  0.600000024      0.383255243     -0.374705195     -0.374705195      0.383255243    
  0.610000014      0.386763126     -0.378205895     -0.378205895      0.386763126    
  0.620000005      0.390162617     -0.381598085     -0.381598085      0.390162617    
  0.629999995      0.393457323     -0.384885371     -0.384885371      0.393457323    
  0.639999986      0.396650732     -0.388071209     -0.388071209      0.396650732    
  0.649999976      0.399745584     -0.391158402     -0.391158402      0.399745613    
  0.660000026      0.402747035     -0.394151986     -0.394151986      0.402747035    
  0.670000017      0.405656427     -0.397053450     -0.397053450      0.405656427    
  0.680000007      0.408476830     -0.399865776     -0.399865776      0.408476859    
  0.689999998      0.411212504     -0.402593255     -0.402593255      0.411212534    
  0.699999988      0.413866371     -0.405238777     -0.405238777      0.413866371    
  0.709999979      0.416439950     -0.407803893     -0.407803893      0.416439950    
  0.720000029      0.418935955     -0.410291284     -0.410291284      0.418935925    
  0.730000019      0.421359599     -0.412706226     -0.412706226      0.421359569    
  0.740000010      0.423710108     -0.415047914     -0.415047914      0.423710138    
  0.750000000      0.425990641     -0.417319447     -0.417319447      0.425990641    
  0.759999990      0.428205550     -0.419525206     -0.419525206      0.428205520    
